company_id,company_name,market_data_ticker,benchmark_ticker,trade_currency,primary_listing_exchange,analysis_tier,role_category,is_confirmatory,Date,company_price,benchmark_price,company_return,benchmark_return,abnormal_return,company_cumulative_return,benchmark_cumulative_return,cumulative_abnormal_return,ols_event_date,ols_estimation_window_observations,ols_status,ols_alpha,ols_beta,ols_r_squared,market_model_expected_return,market_model_abnormal_return,market_model_cumulative_abnormal_return
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-03,89.74771881103516,3824.139892578125,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.00045485019676998553,-0.00045485019676998553,-0.00045485019676998553
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-04,90.70836639404295,3852.969970703125,0.010703866301386977,0.007538970575044379,0.003164895726342598,0.010703866301386977,0.007538970575044379,0.003164895726342598,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0010059219365402498,0.009697944364846727,0.009243094168076742
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-05,89.3669204711914,3808.10009765625,-0.014788557838471328,-0.011645528874622113,-0.003143028963849215,-0.004242986282977701,-0.004194353599094369,2.1866762493383263e-05,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,-0.0003963962424622141,-0.014392161596009114,-0.005149067427932372
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-06,91.02859497070312,3895.080078125,0.01859384312171053,0.02284078102943865,-0.004246937907728121,0.014271963417419542,0.01855062511822725,-0.004225071145234738,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0021244294601869026,0.016469413661523626,0.011320346233591254
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-09,91.03723907470705,3892.090087890625,9.49603144670963e-05,-0.0007676325452631305,0.0008625928597302268,0.014368279002020756,0.017768752509388364,-0.003362478285504511,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0003987390078468295,-0.0003037786933797332,0.011016567540211521
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-10,91.2449722290039,3919.25,0.002281848136084008,0.006978233159061986,-0.004696385022977978,0.016682913368764263,0.02487098016640643,-0.008058863308482489,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0009649340403409229,0.0013169140957430853,0.012333481635954607
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-11,91.44401550292967,3969.610107421875,0.0021814163461655323,0.012849424614881588,-0.010668008268716056,0.01890072209485405,0.03803998256603447,-0.018726871577198545,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0013940971015144006,0.0007873192446511317,0.01312080088060574
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-12,90.94204711914062,3983.169921875,-0.005489351938760434,0.0034159058663651987,-0.008905257805125633,0.013307617440618147,0.04158582943200351,-0.027632129382324178,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0007045406777091874,-0.006193892616469621,0.006926908264136118
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-13,90.85550689697266,3999.090087890625,-0.0009515974723396381,0.003996858363534361,-0.004948455835873999,0.012343356473159206,0.045748900465707676,-0.03258058521819818,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0007470062239203165,-0.0016986036962599546,0.005228304567876164
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-17,90.19776153564452,3990.969970703125,-0.007239466090635527,-0.0020304911890052235,-0.005208974901630303,0.005014531071891648,0.04362551653740021,-0.03778956011982848,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.000306428565331702,-0.0075458946559672285,-0.0023175900880910644
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-18,88.4928207397461,3928.860107421875,-0.01890225175072291,-0.015562598500411085,-0.003339653250311825,-0.01398250660756395,0.02738399163874461,-0.041129213370140305,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,-0.0006827199987360712,-0.018219531751986838,-0.0205371218400779
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-19,88.25048828125,3898.85009765625,-0.0027384420167686496,-0.007638350296294338,0.004899908279525689,-0.016682658340738676,0.01953647282180282,-0.036229305090614616,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,-0.00010348584458389073,-0.002634956172184759,-0.023172078012262662
CMP015,Duke Energy Corporation,DUK,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,2023-01-20,88.12067413330078,3972.610107421875,-0.0014709737076525897,0.018918401045981525,-0.020389374753634115,-0.018129092296598315,0.038824472695651036,-0.05661867984424873,2026-02-28,791,ok,0.00045485019676998553,0.07309641738017002,0.004099177461357351,0.0018377175357924963,-0.003308691243445086,-0.026480769255707748
