company_id,company_name,market_data_ticker,benchmark_ticker,trade_currency,primary_listing_exchange,analysis_tier,role_category,is_confirmatory,Date,company_price,benchmark_price,company_return,benchmark_return,abnormal_return,company_cumulative_return,benchmark_cumulative_return,cumulative_abnormal_return,ols_event_date,ols_estimation_window_observations,ols_status,ols_alpha,ols_beta,ols_r_squared,market_model_expected_return,market_model_abnormal_return,market_model_cumulative_abnormal_return
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-03,354.70928955078125,3824.139892578125,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.00110552731664121,-0.00110552731664121,-0.00110552731664121
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-04,352.8725280761719,3852.969970703125,-0.0051782164401037445,0.007538970575044379,-0.012717187015148124,-0.0051782164401037445,0.007538970575044379,-0.012717187015148124,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.005877683705792087,-0.01105590014589583,-0.01216142746253704
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-05,348.8103332519531,3808.10009765625,-0.011511791088882561,-0.011645528874622113,0.00013373778573955164,-0.01663039698311486,-0.004194353599094369,-0.012583449229408572,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,-0.00626607394786456,-0.0052457171410180015,-0.017407144603555042
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-06,352.7170104980469,3895.080078125,0.011200004339527059,0.02284078102943865,-0.011640776689911592,-0.005616653161966689,0.01855062511822725,-0.024224225919320164,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.015563705397829723,-0.004363701058302664,-0.021770845661857705
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-09,339.9762878417969,3892.090087890625,-0.0361216563903729,-0.0007676325452631305,-0.03535402384510977,-0.04153542673675914,0.017768752509388364,-0.059578249764429936,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.0006196171358104493,-0.03674127352618335,-0.058512119188041056
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-10,342.8140563964844,3919.25,0.008346960232732403,0.006978233159061986,0.0013687270736704171,-0.03353516105924803,0.02487098016640643,-0.05820952269075952,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.00552273781289071,0.002824222419841693,-0.055687896768199366
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-11,350.25830078125,3969.610107421875,0.021715108368123293,0.012849424614881588,0.008865683753241704,-0.012548272347668754,0.03803998256603447,-0.049343838937517814,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.009239192670874105,0.012475915697249188,-0.04321198107095018
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-12,349.004638671875,3983.169921875,-0.0035792502464001563,0.0034159058663651987,-0.006995156112765355,-0.016082609187176633,0.04158582943200351,-0.05633899505028317,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.0032677902997165463,-0.006847040546116703,-0.05005902161706688
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-13,351.4342346191406,3999.090087890625,0.006961500444553792,0.003996858363534361,0.0029646420810194307,-0.009233067833628983,0.045748900465707676,-0.05337435296926374,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.003635532306872829,0.003325968137680963,-0.046733053479385916
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-17,347.6634826660156,3990.969970703125,-0.010729609075255442,-0.0020304911890052235,-0.008699117886250218,-0.019863609700464302,0.04362551653740021,-0.06207347085551396,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,-0.0001797703780866669,-0.010549838697168775,-0.05728289217655469
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-18,342.09490966796875,3928.860107421875,-0.01601713517722636,-0.015562598500411085,-0.0004545366768152759,-0.03556258675601065,0.02738399163874461,-0.06252800753232923,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,-0.008745572793945099,-0.007271562383281261,-0.06455445455983595
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-19,341.19110107421875,3898.85009765625,-0.002641982000337939,-0.007638350296294338,0.004996368295956399,-0.038110613042253716,0.01953647282180282,-0.057531639236372834,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,-0.003729536278074962,0.0010875542777370227,-0.06346690028209893
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-20,336.3222045898437,3972.610107421875,-0.014270291543494684,0.018918401045981525,-0.03318869258947621,-0.05183705502673408,0.038824472695651036,-0.09072033182584904,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.013080845103787224,-0.027351136647281907,-0.09081803692938084
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-23,332.5708923339844,4019.81005859375,-0.011153923840485525,0.01188134498366522,-0.023035268824150745,-0.062412792303336406,0.05116710463322227,-0.11375560064999979,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.008626399803289685,-0.01978032364377521,-0.11059836057315606
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-24,336.6332702636719,4016.949951171875,0.01221507360784857,-0.0007115031258156934,0.012926576733664263,-0.05096009554754444,0.05041919595252109,-0.10082902391633553,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.000655146969090617,0.011559926638757953,-0.09903843393439811
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-25,339.87908935546875,4016.219970703125,0.009642003267396948,-0.0001817250594663422,0.00982372832686329,-0.04180944968792377,0.05022830846167192,-0.09100529558947223,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.000990495642890975,0.008651507624505974,-0.09038692630989213
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-26,338.20758056640625,4060.429931640625,-0.004917951240343332,0.011007853469181317,-0.01592580470952465,-0.04652178409331631,0.06178906779040427,-0.10693110029899688,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.008073481063228295,-0.012991432303571627,-0.10337835861346376
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-27,332.4639892578125,4070.56005859375,-0.016982444033261435,0.002494840970949097,-0.01947728500421053,-0.06271417453188555,0.06443806265923357,-0.12640838530320742,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.002684757685153429,-0.019667201718414865,-0.12304556033187862
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-30,330.9090576171875,4017.77001953125,-0.0046769926694804065,-0.012968740984683369,0.008291748315202963,-0.06709785346680786,0.050633641130367835,-0.11811663698800445,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,-0.007103665109996594,0.0024266724405161873,-0.12061888789136244
CMP016,Eli Lilly and Company,LLY,^GSPC,USD,NYSE,SECONDARY_INDIRECT,Biotechnology & Components,False,2023-01-31,334.4563293457031,4076.60009765625,0.01071977828004722,0.014642470285510134,-0.003922692005462913,-0.057097349298991906,0.06601751300157654,-0.12203932899346737,2026-02-28,791,ok,0.00110552731664121,0.6329984102800116,0.07591034992741441,0.010374187729941432,0.00034559055010578883,-0.12027329734125665
