metric,metric_label,estimator,group_a,group_b,n_group_a,n_group_b,estimate,ci_lower,ci_upper,confidence_level,resamples,seed,interval_method,interpretation
event_day_abnormal_return,Event-day abnormal return,MEAN,CONFIRMATORY,,8,0,0.036632739892033216,0.0161297310630781,0.059764149682569115,0.95,50000,20260914,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
event_day_abnormal_return,Event-day abnormal return,MEAN,EXPLORATORY,,37,0,0.023508312111224956,0.014605317275132323,0.032905573583375425,0.95,50000,20260915,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
event_day_abnormal_return,Event-day abnormal return,DIFFERENCE_IN_MEANS,CONFIRMATORY,EXPLORATORY,8,37,0.01312442778080826,-0.009321104319948287,0.03750408234199012,0.95,50000,20260916,PERCENTILE_BOOTSTRAP,INTERVAL_INCLUDES_ZERO
post_event_car_0_10,"CAR [0,+10] (market-adjusted)",MEAN,CONFIRMATORY,,8,0,0.06695226120902405,0.02417664481942646,0.11724531742007344,0.95,50000,20261014,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
post_event_car_0_10,"CAR [0,+10] (market-adjusted)",MEAN,EXPLORATORY,,37,0,0.06548872440807574,0.04136783829211595,0.08973588187270022,0.95,50000,20261015,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
post_event_car_0_10,"CAR [0,+10] (market-adjusted)",DIFFERENCE_IN_MEANS,CONFIRMATORY,EXPLORATORY,8,37,0.001463536800948309,-0.04819973576142063,0.05627392259275804,0.95,50000,20261016,PERCENTILE_BOOTSTRAP,INTERVAL_INCLUDES_ZERO
ols_post_event_car_0_10,"CAR [0,+10] (OLS market model)",MEAN,CONFIRMATORY,,8,0,0.05189314260271375,0.007923341639092299,0.10594110423781097,0.95,50000,20261114,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
ols_post_event_car_0_10,"CAR [0,+10] (OLS market model)",MEAN,EXPLORATORY,,37,0,0.05552536091442035,0.03136724519129655,0.08027851033853675,0.95,50000,20261115,PERCENTILE_BOOTSTRAP,INTERVAL_EXCLUDES_ZERO
ols_post_event_car_0_10,"CAR [0,+10] (OLS market model)",DIFFERENCE_IN_MEANS,CONFIRMATORY,EXPLORATORY,8,37,-0.0036322183117065976,-0.05377435949891976,0.05298782234862772,0.95,50000,20261116,PERCENTILE_BOOTSTRAP,INTERVAL_INCLUDES_ZERO
