event_id,event_calendar_date,effective_market_date,event_date_shift_days,event_title,event_type,affected_country_codes,event_verification_status,event_source_name,event_source_url,event_notes,company_id,company_name,market_data_ticker,benchmark_ticker,trade_currency,primary_listing_exchange,analysis_tier,role_category,is_confirmatory,sample_group,ols_estimation_window_observations,ols_status,ols_alpha,ols_beta,ols_r_squared,analysis_start_date,analysis_end_date,market_date,phase,relative_trading_day,company_return,benchmark_return,abnormal_return,phase_company_return,phase_benchmark_return,phase_bhar,phase_car,market_model_abnormal_return,phase_ols_car
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-02,PRE_EVENT,-41,0.0267137014258862,0.0056089282701392,0.0211047731557469,0.02671370142588625,0.005608928270139257,0.021104773155746992,0.0211047731557469,0.0202188193242983,0.0202188193242983
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-05,PRE_EVENT,-40,0.0211095432197363,0.0019877512766781,0.0191217919430581,0.04838715868043142,0.007607828701147179,0.04077932997928424,0.040226565098805,0.0185604165660456,0.0387792358903439
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-06,PRE_EVENT,-39,0.0067307089558061,0.0031577284905315,0.0035729804652746,0.05544354751851399,0.01078958064911939,0.0446539668693946,0.0437995455640796,0.0029067360369885,0.0416859719273324
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-07,PRE_EVENT,-38,0.0207736794786979,-0.000426075336379,0.0211997548150769,0.07736899348252346,0.010358908138536016,0.06701008534398745,0.0649993003791565,0.0208547389567395,0.0625407108840719
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-08,PRE_EVENT,-37,0.0067836144553086,0.0011598126746568,0.0056238017806518,0.08467744936041277,0.011530735206147558,0.07314671415426521,0.0706231021598083,0.005136637366621,0.0676773482506929
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-09,PRE_EVENT,-36,-0.0004646334440031,0.0143895860750573,-0.0148542195190605,0.08417347194148395,0.026086243787962538,0.05808722815352141,0.055768882640747794,-0.0165272136814288,0.051150134569264094
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-12,PRE_EVENT,-35,0.0048814247425463,-0.0003982351526022,0.0052796598951486,0.08946578315263154,0.02567762017608466,0.06378816297654688,0.061048542535896394,0.0049321486261097,0.0560822831953738
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-13,PRE_EVENT,-34,0.0187369617585659,-0.0013829288837846,0.0201198906423506,0.10987906186882856,0.024259180969691707,0.08561988089913686,0.081168433178247,0.0198606408335875,0.0759429240289613
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-14,PRE_EVENT,-33,-0.0215712802619197,-0.0019444206884021,-0.0196268595735176,0.08593754956841959,0.02226759022792857,0.06366995934049102,0.061541573604729394,-0.0198357809552387,0.056107143073722596
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,2026-01-01,2026-08-18,2026-01-15,PRE_EVENT,-32,-0.0027848542820383,-0.0021425608255528,-0.0006422934564854,0.08291337173347779,0.0200773197358739,0.06283605199760389,0.060899280148244,-0.0008334548613829,0.055273688212339696
