feature_id,source_snapshot_date,week_end_date,country_name,country_code,source_row_count,administrative_area_count,total_events,total_fatalities,political_violence_events,political_violence_fatalities,strike_events,strike_fatalities,air_drone_strike_events,air_drone_strike_fatalities,shelling_artillery_missile_events,shelling_artillery_missile_fatalities,violence_against_civilians_events,violence_against_civilians_fatalities,protest_events,riot_events,strategic_development_events,reviewed_by,source_url,created_at,market_date,company_ticker,benchmark_ticker,market_observation_count,company_price,benchmark_price,company_weekly_return,benchmark_weekly_return,weekly_abnormal_return,company_cumulative_return,benchmark_cumulative_return,cumulative_abnormal_return,market_source_url,market_conflict_id
7ce5c162314e9c1708593ede9397efb88c72d351b567507d995342a723887931,2026-08-22,2025-02-08,Israel,IL,14,6,34,0,1,0,0,0,0,0,0,0,0,0,28,4,2,Markus,https://acleddata.com/,2026-09-03T23:16:15.980497+00:00,2025-02-07,RHM.DE,^GDAXI,5,712.6339111328125,21787.0,-0.042361645431506,0.002528487500011334,-0.04392071650610689,0.1976821835374675,0.0880084770477336,0.1012002358009257,https://finance.yahoo.com/,e9e63570a1d9802be18ad8bfa4889542d87c382e7ec7df20149d071e85d1d5ac
3f34475541d6398af46dacfc6cac8787030d34e6b3ec6edbe983410cd72df33a,2026-08-22,2025-02-08,Iran,IR,15,12,31,0,2,0,0,0,0,0,0,0,0,0,29,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.242305+00:00,2025-02-07,RHM.DE,^GDAXI,5,712.6339111328125,21787.0,-0.042361645431506,0.002528487500011334,-0.04392071650610689,0.1976821835374675,0.0880084770477336,0.1012002358009257,https://finance.yahoo.com/,6adbaab9839148af93d76ef7cc1d2d870d9b44cc287e6520dd982aec27c8b3e8
ae966e266e55d34cb28ba2a268e8e88ca233aa8cb76041d2ff3e5013437d3dcf,2026-08-22,2025-02-15,Israel,IL,12,6,26,0,1,0,0,0,0,0,0,0,0,0,21,1,3,Markus,https://acleddata.com/,2026-09-03T23:16:16.002879+00:00,2025-02-14,RHM.DE,^GDAXI,5,804.8408813476562,22513.419921875,0.12938897346082,0.033341897547849664,0.0924305533443974,0.3526490517976939,0.1242847442206511,0.1936307891453231,https://finance.yahoo.com/,17e1223bccef3467e8dd0c7a4ae04019189aa79e2e690c289fb4e7ac5bcdf07d
1784a7797dde53d716a28f0e0eb4a24c9c7317a9c73c19094748b09072ae82da,2026-08-22,2025-02-15,Iran,IR,28,25,84,0,1,0,0,0,0,0,0,0,1,0,81,0,2,Markus,https://acleddata.com/,2026-09-03T23:16:15.359460+00:00,2025-02-14,RHM.DE,^GDAXI,5,804.8408813476562,22513.419921875,0.12938897346082,0.033341897547849664,0.0924305533443974,0.3526490517976939,0.1242847442206511,0.1936307891453231,https://finance.yahoo.com/,0db8d9b97ff7816e2f9bd678cf695ab8d709ee54748f68b52d53999c0179a9ab
125ebc0d39f270bb13ac04bd40c00fbb2f64f90eb5556e3f29bc878a0642b7ba,2026-08-22,2025-02-22,Israel,IL,7,5,17,2,1,2,0,0,0,0,0,0,1,2,15,1,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.968018+00:00,2025-02-21,RHM.DE,^GDAXI,5,880.8919067382812,22287.560546875,0.09449200103166033,-0.010032210822867538,0.1102519410398839,0.4804635673956361,0.1130056826416958,0.3038827301852072,https://finance.yahoo.com/,b302ad43e1d2b2f1c054f3afa893bcdeabef64471b690dde66ee4486430d46a1
96609108ef68044ce40a6dc27024890e148075dbc0e1aa9cae31862747a8e8ee,2026-08-22,2025-02-22,Iran,IR,16,13,51,5,4,5,0,0,0,0,0,0,1,1,46,0,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.359530+00:00,2025-02-21,RHM.DE,^GDAXI,5,880.8919067382812,22287.560546875,0.09449200103166033,-0.010032210822867538,0.1102519410398839,0.4804635673956361,0.1130056826416958,0.3038827301852072,https://finance.yahoo.com/,c93fd6000f1c5b4c8436288d63828a15949310563cffa6d9479b3c25466383c3
772e7447ff9ae345bf3d52928ed3f31e4d03ca4a7d7a75f69aceb6e18bb90e52,2026-08-22,2025-03-01,Israel,IL,14,6,26,2,1,2,0,0,0,0,0,0,1,2,21,3,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.996025+00:00,2025-02-28,RHM.DE,^GDAXI,5,991.5206298828124,22551.4296875,0.12558717170437084,0.01183930112360354,0.10895312079679449,0.6663907996362171,0.126182892070773,0.4128358509820019,https://finance.yahoo.com/,16ff991adef758014051ab1c5efaaec388dbd61802b4817ab1dfb94fb7578987
a3a4a81c2460cd98b4dc024bdc5f5c268b3d5cc12de11b6bf1077248eb2239e3,2026-08-22,2025-03-01,Iran,IR,24,22,67,5,4,5,0,0,0,0,0,0,0,0,64,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.359601+00:00,2025-02-28,RHM.DE,^GDAXI,5,991.5206298828124,22551.4296875,0.12558717170437084,0.01183930112360354,0.10895312079679449,0.6663907996362171,0.126182892070773,0.4128358509820019,https://finance.yahoo.com/,6f2fe3612eaa89c2bffa38a71f7a0a70290f77ea895ee0640d79a851a5edb727
97a63ad340cf4e80ca8fcc79b46cfeff7cc7a37f856ec6fad7a988e04043e5b8,2026-08-22,2025-03-08,Israel,IL,9,6,17,3,1,3,0,0,0,0,0,0,1,3,15,1,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.996092+00:00,2025-03-07,RHM.DE,^GDAXI,5,1098.40576171875,23008.939453125,0.10779920116091835,0.020287395165841327,0.09433724445792,0.8460263966589048,0.1490302094312225,0.507173095439922,https://finance.yahoo.com/,345a596359a4d0093c312b3b5fd3e26129e7b431146e55d85c733d7f288d084c
fd07e3ab6724daf06b0a4246e1afdcb285bd6379e9f8d35b80588ca0118fc821,2026-08-22,2025-03-08,Iran,IR,26,24,92,2,3,2,0,0,0,0,0,0,1,1,89,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.336708+00:00,2025-03-07,RHM.DE,^GDAXI,5,1098.40576171875,23008.939453125,0.10779920116091835,0.020287395165841327,0.09433724445792,0.8460263966589048,0.1490302094312225,0.507173095439922,https://finance.yahoo.com/,589e01a2b66214255e521e8fe049e9a7113de16d06d63aa5664f95a45a3f6c63
c7c5c8230b5380ccefe97c49005360e52f8de2e5a9545e5c336f882a2106582b,2026-08-22,2025-03-15,Israel,IL,19,6,45,0,2,0,1,0,0,0,1,0,0,0,32,4,8,Markus,https://acleddata.com/,2026-09-03T23:16:16.002945+00:00,2025-03-14,RHM.DE,^GDAXI,5,1348.6256103515625,22986.8203125,0.2278027459008194,-0.0009613281250996364,0.2125540614534271,1.2665562788231992,0.1479256143743068,0.7197271568933492,https://finance.yahoo.com/,531b43057a6d7a04f27940c30ff9ff9e3a54d8df6e219a0f713e2fe49f0cea1b
66fc9a434cf21894245c84cdf958be97e2a4a73ef8d07c51710d5586d63d6595,2026-08-22,2025-03-15,Iran,IR,19,17,40,3,1,2,0,0,0,0,0,0,0,0,38,0,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.359671+00:00,2025-03-14,RHM.DE,^GDAXI,5,1348.6256103515625,22986.8203125,0.2278027459008194,-0.0009613281250996364,0.2125540614534271,1.2665562788231992,0.1479256143743068,0.7197271568933492,https://finance.yahoo.com/,f9146f28462f6f7ac4edbae4a9e50045d6358c46adcd0e9df20298b61c36f68b
1eaca52b0757b397ad131cb3e15cb1399ee3389933b3aad6e31735d51955c10f,2026-08-22,2025-03-22,Israel,IL,16,6,51,2,3,2,2,0,0,0,2,0,1,2,32,7,9,Markus,https://acleddata.com/,2026-09-03T23:16:15.996226+00:00,2025-03-21,RHM.DE,^GDAXI,5,1285.578125,22891.6796875,-0.04674943503047313,-0.004138920638286803,-0.0405018771250895,1.1605960533234423,0.1431744413577549,0.6792252797682595,https://finance.yahoo.com/,831fade342c15f228df19203cae7a5ec2b7f0fdb5eaecf8dfbfece8ae3c2ce42
5e0a941aa90794c9191e2e4d526594c485e1671b2f8c2cef73f954a4453070a1,2026-08-22,2025-03-22,Iran,IR,33,31,151,1,1,1,0,0,0,0,0,0,0,0,150,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.359739+00:00,2025-03-21,RHM.DE,^GDAXI,5,1285.578125,22891.6796875,-0.04674943503047313,-0.004138920638286803,-0.0405018771250895,1.1605960533234423,0.1431744413577549,0.6792252797682595,https://finance.yahoo.com/,013964dceee4d30fcd8b78e983e331aeb1e4fac536ec9364c37ffdda4e1ad279
da2c3feccd8dda91efafa7b506689c2c7a0f095a376e8a5450c34879583650cd,2026-08-22,2025-03-29,Israel,IL,10,6,22,0,2,0,2,0,0,0,2,0,0,0,12,3,5,Markus,https://acleddata.com/,2026-09-03T23:16:15.996292+00:00,2025-03-28,RHM.DE,^GDAXI,5,1290.503662109375,22461.51953125,0.0038313790609767473,-0.018791113720016184,0.023428435440921005,1.1688741158013751,0.1216929204283854,0.7026537152091806,https://finance.yahoo.com/,bb3a1df3402a4e84d02546be9a24aa20eb9da62ae6c24a41c77cd98d0be76db8
d40dc26b93fd8acfb7a668344fbecd47027b2377e20b8821886ccf481fdd6b9e,2026-08-22,2025-03-29,Iran,IR,8,6,16,0,1,0,0,0,0,0,0,0,0,0,13,2,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.312868+00:00,2025-03-28,RHM.DE,^GDAXI,5,1290.503662109375,22461.51953125,0.0038313790609767473,-0.018791113720016184,0.023428435440921005,1.1688741158013751,0.1216929204283854,0.7026537152091806,https://finance.yahoo.com/,53834d5b78efc619673116333afa0c821d1f0c4a8d81008e275baf36af48af1f
f4c09695605a709135916db3b6d7eb005d7562ac792ed38be32cca2babec956e,2026-08-22,2025-04-05,Israel,IL,11,5,24,0,3,0,3,0,0,0,3,0,0,0,18,0,3,Markus,https://acleddata.com/,2026-09-03T23:16:15.968435+00:00,2025-04-04,RHM.DE,^GDAXI,5,1257.0096435546875,20641.720703125,-0.025954222012776085,-0.08101850925949894,0.0600795128515871,1.1125826754821029,0.0308150321683438,0.7627332280607677,https://finance.yahoo.com/,fcbc61fef8e73836c48f273a61f4c0358e574f823f4787c6809ff67cff61d1c3
dc22438473d49bb505dba31a58d595592ce69fe6b3af8d2750945a2f74648f2c,2026-08-22,2025-04-05,Iran,IR,26,20,61,6,2,3,0,0,0,0,0,0,1,3,55,0,4,Markus,https://acleddata.com/,2026-09-03T23:16:15.359806+00:00,2025-04-04,RHM.DE,^GDAXI,5,1257.0096435546875,20641.720703125,-0.025954222012776085,-0.08101850925949894,0.0600795128515871,1.1125826754821029,0.0308150321683438,0.7627332280607677,https://finance.yahoo.com/,fbcba2bef770e0cd6f821cef81bdf997852e48f3741e178b85897dffe3031747
98a417158b9ae6d7e409d305eb74b842fe8c9ca40ade77a921a84664d173d38d,2026-08-22,2025-04-12,Israel,IL,10,6,20,0,2,0,1,0,0,0,1,0,0,0,9,1,9,Markus,https://acleddata.com/,2026-09-03T23:16:16.003013+00:00,2025-04-11,RHM.DE,^GDAXI,5,1340.252197265625,20374.099609375,0.06622268503488682,-0.012965057399961677,0.0780279536142423,1.252483572610712,0.0174504561075377,0.8407611816750101,https://finance.yahoo.com/,dc32a624e13dd6afb64e7a47f79796270dcf74a3dc4370e94cb7c54b8a84a910
ad33151f659be1652a98a882813d0eab531595d78477c26c11c3ac96c0235702,2026-08-22,2025-04-12,Iran,IR,29,27,84,10,2,10,0,0,0,0,0,0,1,8,82,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.359877+00:00,2025-04-11,RHM.DE,^GDAXI,5,1340.252197265625,20374.099609375,0.06622268503488682,-0.012965057399961677,0.0780279536142423,1.252483572610712,0.0174504561075377,0.8407611816750101,https://finance.yahoo.com/,c4b88b96f634f9b2a0fdffebee9af5ef8e197cab651ddbc09ddcbbf3afc90cb9
2bfe3399dfce7da9e42821249f7c74f9759143962dc351ab7a8d0ec0be79a55a,2026-08-22,2025-04-19,Israel,IL,14,6,23,0,0,0,0,0,0,0,0,0,0,0,16,1,6,Markus,https://acleddata.com/,2026-09-03T23:16:15.980834+00:00,2025-04-17,RHM.DE,^GDAXI,4,1442.211669921875,21205.859375,0.07607484088760819,0.040824369251746706,0.0352378182668464,1.4238409019990232,0.0589872292230297,0.8759989999418565,https://finance.yahoo.com/,bf5a2b56519988bd2da014c34ef7bac66419c4eb14197bab30bc7af47090c37a
c894ce959ffb4bc2b9ddf046c388e0d4dc5684ebddec992a5d2efe98cafe6204,2026-08-22,2025-04-19,Iran,IR,23,23,57,0,0,0,0,0,0,0,0,0,0,0,57,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.359945+00:00,2025-04-17,RHM.DE,^GDAXI,4,1442.211669921875,21205.859375,0.07607484088760819,0.040824369251746706,0.0352378182668464,1.4238409019990232,0.0589872292230297,0.8759989999418565,https://finance.yahoo.com/,3141d96b382d81fd487a385d1ae6d6da2d307df51c0c3f3de0d9a96306416f1e
bc93a215057ad43a7432b0e782f43c2936699bef4ce325a34bb28ea28ba0532e,2026-08-22,2025-04-26,Israel,IL,16,6,47,0,1,0,0,0,0,0,0,0,0,0,27,12,8,Markus,https://acleddata.com/,2026-09-03T23:16:15.996357+00:00,2025-04-25,RHM.DE,^GDAXI,4,1365.865234375,22242.44921875,-0.05293705295770523,0.04888223699965,-0.1018487554167688,1.2955299078088487,0.1107528939415123,0.7741502445250876,https://finance.yahoo.com/,470344679d5ea670dac7dfd15f782818d507a11082577e431dbcd987597effa6
70cdef0900cfcb65071a7dfdecd5fd33eb331330685a5544d293a56452397695,2026-08-22,2025-04-26,Iran,IR,27,23,70,0,0,0,0,0,0,0,0,0,0,0,68,0,2,Markus,https://acleddata.com/,2026-09-03T23:16:15.360011+00:00,2025-04-25,RHM.DE,^GDAXI,4,1365.865234375,22242.44921875,-0.05293705295770523,0.04888223699965,-0.1018487554167688,1.2955299078088487,0.1107528939415123,0.7741502445250876,https://finance.yahoo.com/,e33392c4ecdabf2daa4bd0fd2c91cf8382b43968c82d94508c19804511ecd27e
a66dc476bdb7bed449d63e8e8bbb44d7e0e980d03710455a006b290e1642fec4,2026-08-22,2025-05-03,Israel,IL,13,5,24,0,1,0,1,0,0,0,1,0,0,0,13,4,6,Markus,https://acleddata.com/,2026-09-03T23:16:16.007235+00:00,2025-05-02,RHM.DE,^GDAXI,4,1552.544921875,23086.650390625,0.13667504143292875,0.037954505979645115,0.0962600604556009,1.6092715530691502,0.1529109712965235,0.8704103049806886,https://finance.yahoo.com/,d040f781ab0f657c1d91ba1000cc00a7f98194f6e3325c7c77c41773d341be30
f60efca96f414175c7278d152bf91d2e1681ed0a5520619b13c182cba7faa522,2026-08-22,2025-05-03,Iran,IR,25,24,78,0,1,0,0,0,0,0,0,0,0,0,77,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.360077+00:00,2025-05-02,RHM.DE,^GDAXI,4,1552.544921875,23086.650390625,0.13667504143292875,0.037954505979645115,0.0962600604556009,1.6092715530691502,0.1529109712965235,0.8704103049806886,https://finance.yahoo.com/,9e27c3c77c5cfab4358129cf72dc526586330e870bb28e8e96ddd622054974b9
c8c6cadefe40091c1639181960864908530038e7d657510eb55a6ea679d9d3fc,2026-08-22,2025-05-10,Israel,IL,13,6,62,0,2,0,1,0,0,0,1,0,0,0,56,2,3,Markus,https://acleddata.com/,2026-09-03T23:16:16.007312+00:00,2025-05-09,RHM.DE,^GDAXI,5,1668.7886962890625,23499.3203125,0.07487305054830617,0.017874828738367876,0.055764404603315804,1.804635673956354,0.1735190574590344,0.9261747095840044,https://finance.yahoo.com/,dbf85160784a57e0a79903081d9155769e7578439d8a94576093f6353a1c3165
596ff71907a6e9ecdf6f2ef22c1c6335e8638f58e40b6a377a7cc997a58a8deb,2026-08-22,2025-05-10,Iran,IR,26,22,76,0,4,0,0,0,0,0,0,0,0,0,71,3,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.360154+00:00,2025-05-09,RHM.DE,^GDAXI,5,1668.7886962890625,23499.3203125,0.07487305054830617,0.017874828738367876,0.055764404603315804,1.804635673956354,0.1735190574590344,0.9261747095840044,https://finance.yahoo.com/,fb808a7862f09546a4ed2a665e37a213b43891e4fe84be70331e67396a2501d1
93f720a545092eab3771e838db74dc27edd1614fb22e16703b5d992e04cec974,2026-08-22,2025-05-17,Israel,IL,14,6,28,1,2,1,1,0,0,0,1,0,1,1,17,4,5,Markus,https://acleddata.com/,2026-09-03T23:16:15.996488+00:00,2025-05-16,RHM.DE,^GDAXI,5,1705.9478759765625,23767.4296875,0.022267156872606275,0.011409239562447437,0.014329784466835901,1.8670869364788465,0.1869080175166819,0.9405044940508404,https://finance.yahoo.com/,395b04f733d7144e2542e991ee6e5362599646b57bbedc69164835ea537fa711
7dcf33ad2dd031974277ca0b184a288f6050feabaf7c3b068508c4927dfcc303,2026-08-22,2025-05-17,Iran,IR,28,26,112,0,2,0,0,0,0,0,0,0,0,0,111,0,0,Markus,https://acleddata.com/,2026-09-03T23:16:15.360221+00:00,2025-05-16,RHM.DE,^GDAXI,5,1705.9478759765625,23767.4296875,0.022267156872606275,0.011409239562447437,0.014329784466835901,1.8670869364788465,0.1869080175166819,0.9405044940508404,https://finance.yahoo.com/,4f65bb86cfb975aae9eaf31f9f142eae5f6e924462ac0a3115a199a58a766362
0549538cf5ee725507d47ebcbff2a8b4e867ef72e06f2a7ad2030f16fc93efa4,2026-08-22,2025-05-24,Israel,IL,14,6,44,0,1,0,0,0,0,0,0,0,0,0,38,4,2,Markus,https://acleddata.com/,2026-09-03T23:16:15.996555+00:00,2025-05-23,RHM.DE,^GDAXI,5,1765.84912109375,23629.580078125,0.03511317430076666,-0.005799937611574824,0.040583530604715104,1.9677594598148789,0.1800240250644067,0.9810880246555556,https://finance.yahoo.com/,35d43e04effaf8ae8f28cba033f667834991b75bc4ba34428161787a51fc2b0b
d52a905d01fc3fbe0caec03287bcbfed3747be9216114f7c3d3c583fe0e067e9,2026-08-22,2025-05-24,Iran,IR,34,31,243,3,1,1,0,0,0,0,0,0,1,1,241,0,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.360286+00:00,2025-05-23,RHM.DE,^GDAXI,5,1765.84912109375,23629.580078125,0.03511317430076666,-0.005799937611574824,0.040583530604715104,1.9677594598148789,0.1800240250644067,0.9810880246555556,https://finance.yahoo.com/,2242097ff873b859c2c0ff93ffa77fe05903be9bf0bd5315c2f350c89b02bc31
cf8df6e42360ce702cb7498db904e086fd944c9e08aad11b64b82fa6c3d03e54,2026-08-22,2025-05-31,Israel,IL,15,6,31,0,1,0,1,0,0,0,1,0,0,0,20,4,6,Markus,https://acleddata.com/,2026-09-03T23:16:15.996619+00:00,2025-05-30,RHM.DE,^GDAXI,5,1866.3446044921875,23997.48046875,0.05691057191578852,0.015569484917151932,0.0405996569416863,2.1366563479814342,0.1983963913245237,1.0216876815972422,https://finance.yahoo.com/,73a79a006080dc33e175734807d681e578cba1e7c31b51231464505290264c23
abd801bac4d783167d6f3ae019712e2dbfdef2b58d4c24f3e25edbb53e458e62,2026-08-22,2025-05-31,Iran,IR,23,22,62,0,0,0,0,0,0,0,0,0,0,0,61,0,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.360360+00:00,2025-05-30,RHM.DE,^GDAXI,5,1866.3446044921875,23997.48046875,0.05691057191578852,0.015569484917151932,0.0405996569416863,2.1366563479814342,0.1983963913245237,1.0216876815972422,https://finance.yahoo.com/,351ae59dd496445d9a86223c73f6f63f27486a026fb0cf8c1d42c95221bbd7ff
dc9b8212a583dd9b3717e5ff72036c097a08a171a0e576a4ec39ad68f11fe3ba,2026-08-22,2025-06-07,Israel,IL,18,6,59,2,3,2,3,2,0,0,3,2,0,0,43,1,12,Markus,https://acleddata.com/,2026-09-03T23:16:16.003076+00:00,2025-06-06,RHM.DE,^GDAXI,5,1770.3045654296875,24304.4609375,-0.05145889930044922,0.012792195795294337,-0.0632908300936444,1.975247464830543,0.213726512602721,0.9583968515035978,https://finance.yahoo.com/,903a92a00dfcbb377afc0dc576f65dac3baee2ca0226fa1ab4ee68f1a6e55201
e993209f15a49cf7ce98bf6d787df0e028de7ed480a7334ed2d29a46a86406c1,2026-08-22,2025-06-07,Iran,IR,51,31,181,210,64,210,63,209,63,209,0,0,0,0,116,0,1,Markus,https://acleddata.com/,2026-09-03T23:16:15.360428+00:00,2025-06-06,RHM.DE,^GDAXI,5,1770.3045654296875,24304.4609375,-0.05145889930044922,0.012792195795294337,-0.0632908300936444,1.975247464830543,0.213726512602721,0.9583968515035978,https://finance.yahoo.com/,8957fb0d77a166a697e9485fa78a2a6e3cae4941838557130b995dc1d3f834b8
651bbbed9101482220a4d831a0660db11c51976a57eb2fb959cb63bc3286d379,2026-08-22,2025-06-14,Israel,IL,15,6,117,26,73,26,73,26,0,0,73,26,0,0,5,0,39,Markus,https://acleddata.com/,2026-09-03T23:16:16.003141+00:00,2025-06-13,RHM.DE,^GDAXI,5,1777.7303466796875,23516.23046875,0.004194634863972091,-0.03243151414783341,0.039711736868243,1.987727541575465,0.1743635240376451,0.9981085883718408,https://finance.yahoo.com/,b893e7422a4ba0b1d5820dbfa6aa5340318816c21a0b716e92706e357adcf0e1
